,流水號,授課對象,課號,班次,課程名稱查看課程大綱，請點選課程名稱,簡介影片,學分,課程識別碼,全/半年,必/選修,授課教師,加選方式,時間教室,總人數,選課限制條件,備註,課程網頁,本學期我預計要選的課程
8101,62886,全電運輸學程,CIE5088,,軌道營運與管理,,3,521 U3840,半年,選修,賴勇成,2,"四7,8,9(新403)",30,"限本系所學生(含輔系、雙修生),本校修課人數上限：30人",本系軌道運輸學群選修科目之一。可認列土木工程設計實務。全電化運輸學程-核心課程,,
8102,62886,土木所交通組,CIE5088,,軌道營運與管理,,3,521 U3840,半年,選修,賴勇成,2,"四7,8,9(新403)",30,"限本系所學生(含輔系、雙修生),本校修課人數上限：30人",本系軌道運輸學群選修科目之一。可認列土木工程設計實務。,,
8103,62886,土木系,CIE5088,,軌道營運與管理,,3,521 U3840,半年,選修,賴勇成,2,"四7,8,9(新403)",30,"限本系所學生(含輔系、雙修生),本校修課人數上限：30人",本系軌道運輸學群選修科目之一。可認列土木工程設計實務。,,
8104,85683,土木所大地組,CIE5102,,岩石邊坡工程,,3,521 U3860,半年,選修,林銘郎,2,"一7,8,9(綜201)",30,"限本系所學生(含輔系、雙修生),本校修課人數上限：30人",,,
8105,85683,土木系,CIE5102,,岩石邊坡工程,,3,521 U3860,半年,選修,林銘郎,2,"一7,8,9(綜201)",30,"限本系所學生(含輔系、雙修生),本校修課人數上限：30人",,,
8106,20338,土木系,CIE5073,,大地工程可靠度分析與設計,,3,521 U8750,半年,選修,卿建業,2,"三2,3,4(新201)",40(含開放臺大系統人數:10),"限本系所學生(含輔系、雙修生),本校修課人數上限：30人",,,
8107,20338,土木所大地組,CIE5073,,大地工程可靠度分析與設計,,3,521 U8750,半年,選修,卿建業,2,"三2,3,4(新201)",40(含開放臺大系統人數:10),"限本系所學生(含輔系、雙修生),本校修課人數上限：30人",,,
8108,37637,土木系,CIE5080,,土木工程實務與實習,,2,521 U8820,半年,選修,謝尚賢,2,"二3,4(土224)",30,"限本系所學生(含輔系、雙修生),本校修課人數上限：30人",限大三以上選修，第一次上課務必出席，否則視同退選。與朱致遠、楊國鑫合授,,
8109,48534,土木所交通組,CIE5104,,旅行者行為分析,,3,521EU8850,半年,選修,許聿廷,2,"二2,3,4(新301)",20,"限本系所學生(含輔系、雙修生),本校修課人數上限：20人",本課程以英語授課。本課程英文化程度說明,,
8110,48534,土木系,CIE5104,,旅行者行為分析,,3,521EU8850,半年,選修,許聿廷,2,"二2,3,4(新301)",20,"限本系所學生(含輔系、雙修生),本校修課人數上限：20人",本課程以英語授課。限大學部高年級。本課程英文化程度說明,,
8111,52049,土木系,CIE5083,,捷運系統工程,,3,521 U8910,半年,選修,陳椿亮,2,"一2,3,4(普203)",90(含開放臺大系統人數:6),"限本系所學生(含輔系、雙修生),本校修課人數上限：84人",軌道運輸學群選修科目之一。,,
8112,52049,土木所交通組,CIE5083,,捷運系統工程,,3,521 U8910,半年,選修,陳椿亮,2,"一2,3,4(普203)",90(含開放臺大系統人數:6),"限本系所學生(含輔系、雙修生),本校修課人數上限：84人",軌道運輸學群選修科目之一。,,
8113,52049,全電運輸學程,CIE5083,,捷運系統工程,,3,521 U8910,半年,選修,陳椿亮,2,"一2,3,4(普203)",90(含開放臺大系統人數:6),"限本系所學生(含輔系、雙修生),本校修課人數上限：84人",軌道運輸學群選修科目之一。全電化運輸學程-核心課程,,
8114,15897,土木所水利組,CIE5126,,水利工程實務,,3,521 U8980,半年,選修,龔誠山,2,"一2,3,4(土研405)",30(含開放臺大系統人數:2),本校修課人數上限：28人,適合碩士班以上學生修習。,,
8115,69283,土木所水利組,CIE5106,,水資源工程,,3,521 U9000,半年,選修,,,"五2,3,4(請洽系所辦)",40,"限本系所學生(含輔系、雙修生),本校修課人數上限：40人",,,
8116,69283,土木系,CIE5106,,水資源工程,,3,521 U9000,半年,必修,,,"五2,3,4(請洽系所辦)",40,"限本系所學生(含輔系、雙修生),本校修課人數上限：40人",土木學群選修科目之一。,,
8117,49025,土木系,CIE5113,,水利法理論與實務,,3,521 U9030,半年,選修,李方中,2,"二6,7,8,9(新501)",20,本校修課人數上限：20人,,,
8118,49025,土木所水利組,CIE5113,,水利法理論與實務,,3,521 U9030,半年,選修,李方中,2,"二6,7,8,9(新501)",20,本校修課人數上限：20人,,,
8119,30806,土木系,CIE5115,,大地工程實務,,3,521EU9050,半年,選修,謝旭昇,2,"四2,3,4(土224)",30,"限本系所學生(含輔系、雙修生),本校修課人數上限：30人",本課程以英語授課。本課程英文化程度說明,,
8120,30806,土木所大地組,CIE5115,,大地工程實務,,3,521EU9050,半年,選修,謝旭昇,2,"四2,3,4(土224)",30,"限本系所學生(含輔系、雙修生),本校修課人數上限：30人",本課程以英語授課。本課程英文化程度說明,,
8121,19872,土木系,CIE5116,,建築物理與永續設計,,3,521EU9060,半年,必修,詹瀅潔,2,"四2,3,4(新402)",40,"限本系所學生(含輔系、雙修生),本校修課人數上限：40人",本課程以英語授課。F層建築學群選修科目。本課程英文化程度說明,,
8122,19872,建築設計學程,CIE5116,,建築物理與永續設計,,3,521EU9060,半年,必修,詹瀅潔,2,"四2,3,4(新402)",40,"限本系所學生(含輔系、雙修生),本校修課人數上限：40人",本課程以英語授課。建築設計學分學程選修課程本課程英文化程度說明,,
8123,19872,土木所營管組,CIE5116,,建築物理與永續設計,,3,521EU9060,半年,選修,詹瀅潔,2,"四2,3,4(新402)",40,"限本系所學生(含輔系、雙修生),本校修課人數上限：40人",本課程以英語授課。F層建築學群選修科目。本課程英文化程度說明,,
8124,13442,土木系,CIE5117,,土木工程顧問實務,,3,521 U9070,半年,選修,卡艾瑋,2,,30,本校修課人數上限：30人,初選不開放。大學部同學需已先修習過土木工程設計實務。欲修課同學請洽系辦。,,
8125,54462,土木系,CIE5122,,互動式電腦繪圖,,3,521 U9130,半年,選修,洪偉瀚,2,"四2,3,4,5(土研407)",30,本校修課人數上限：30人,修過1. 計算機程式、2. 工程數學或線性代數,,
8126,54462,土木所CAE組,CIE5122,,互動式電腦繪圖,,3,521 U9130,半年,選修,洪偉瀚,2,"四2,3,4,5(土研407)",30,本校修課人數上限：30人,修過1. 計算機程式、2. 工程數學或線性代數,,
8127,76631,土木所測量組,CIE5130,,攝影測量與電腦視覺之入門與應用,,3,521 U9200,半年,選修,李洢杰,2,"一2,3,4(綜201)",45(含開放臺大系統人數:10),"限本系所學生(含輔系、雙修生),本校修課人數上限：35人",,,
8128,76631,土木系,CIE5130,,攝影測量與電腦視覺之入門與應用,,3,521 U9200,半年,選修,李洢杰,2,"一2,3,4(綜201)",45(含開放臺大系統人數:10),"限本系所學生(含輔系、雙修生),本校修課人數上限：35人",,,
8129,57982,土木系,CIE5134,,施工學,,3,521 U9240,半年,選修,林培元,2,"五6,7,8(新103)",80,"限本系所學生(含輔系、雙修生),本校修課人數上限：80人",建議修習過工程材料、應用力學、材料力學、基礎工程、鋼筋混凝土學、結構學等任一門課。與荷世平合授,,
8130,66854,土木系,CIE5140,,數據分析之計算統計學,,3,521 U9270,半年,選修,汪立本,3,"一7,8,9(共405)",40,"限學士班二年級以上,本校修課人數上限：40人,外系人數限制：10人",電腦教室：工綜319與謝依芸合授,,
8131,66854,土木所CAE組,CIE5140,,數據分析之計算統計學,,3,521 U9270,半年,選修,汪立本,3,"一7,8,9(共405)",40,"限學士班二年級以上,本校修課人數上限：40人,外系人數限制：10人",須修過「工程統計學」及「計算機程式」與謝依芸合授,,
8132,21537,土木所營管組,CIE5141,,電腦視覺應用於工程,,3,521EU9280,半年,選修,林之謙,2,"四7,8,9(土研402)",30,"限本系所學生(含輔系、雙修生),本校修課人數上限：30人",本課程以英語授課。本課程英文化程度說明,,
8133,20867,土木所CAE組,CIE5142,,科學計算與人工智慧平臺導論,,3,521 U9290,半年,選修,陳俊杉,2,"二2,3,4(土研402)",30,本校修課人數上限：30人,,,
8134,20867,土木系,CIE5142,,科學計算與人工智慧平臺導論,,3,521 U9290,半年,選修,陳俊杉,2,"二2,3,4(土研402)",30,本校修課人數上限：30人,與國家地震工程研究中心（NCREE）之張慰慈博士合授,,
8135,66318,機械所,ME8999,,博士論文,,0,522 D0010,半年,必修,,1,,300,本校修課人數上限：300人,本學期欲申請學位考試者需選修。,,
8136,57178,機械所,ME8005,1,博士專題研究,,1,522 D0090,半年,選修,楊鏡堂,2,,15,本校修課人數上限：15人,,,
8137,79592,機械所,ME8005,2,博士專題研究,,1,522 D0090,半年,選修,陳希立,2,,15,本校修課人數上限：15人,,,
8138,15535,機械所,ME8005,3,博士專題研究,,1,522 D0090,半年,選修,,,,15,本校修課人數上限：15人,,,
8139,70021,機械所,ME8005,4,博士專題研究,,1,522 D0090,半年,選修,陳炳煇,2,,15,本校修課人數上限：15人,,,
8140,39965,機械所,ME8005,5,博士專題研究,,1,522 D0090,半年,選修,黃美嬌,2,,15,本校修課人數上限：15人,,,
8141,73198,機械所,ME8005,6,博士專題研究,,1,522 D0090,半年,選修,,,,15,本校修課人數上限：15人,,,
8142,76618,機械所,ME8005,7,博士專題研究,,1,522 D0090,半年,選修,孫珍理,2,,15,本校修課人數上限：15人,,,
8143,88793,機械所,ME8005,8,博士專題研究,,1,522 D0090,半年,選修,呂明璋,2,,15,本校修課人數上限：15人,,,
8144,76131,機械所,ME8005,9,博士專題研究,,1,522 D0090,半年,選修,楊馥菱,2,,15,本校修課人數上限：15人,,,
8145,19055,機械所,ME8005,10,博士專題研究,,1,522 D0090,半年,選修,,,,15,本校修課人數上限：15人,,,
8146,10906,機械所,ME8005,11,博士專題研究,,1,522 D0090,半年,選修,,,,15,本校修課人數上限：15人,,,
8147,73256,機械所,ME8005,12,博士專題研究,,1,522 D0090,半年,選修,,,,15,本校修課人數上限：15人,,,
8148,55868,機械所,ME8005,13,博士專題研究,,1,522 D0090,半年,選修,,,,15,本校修課人數上限：15人,,,
8149,37237,機械所,ME8005,14,博士專題研究,,1,522 D0090,半年,選修,吳文方,2,,15,本校修課人數上限：15人,,,
8150,86519,機械所,ME8005,15,博士專題研究,,1,522 D0090,半年,選修,,,,15,本校修課人數上限：15人,,,
8151,17809,機械所,ME8005,16,博士專題研究,,1,522 D0090,半年,選修,,,,15,本校修課人數上限：15人,,,
8152,74133,機械所,ME8005,17,博士專題研究,,1,522 D0090,半年,選修,馬劍清,2,,15,本校修課人數上限：15人,,,
8153,78105,機械所,ME8005,18,博士專題研究,,1,522 D0090,半年,選修,,,,15,本校修課人數上限：15人,,,
8154,26796,機械所,ME8005,19,博士專題研究,,1,522 D0090,半年,選修,,,,15,本校修課人數上限：15人,,,
8155,86311,機械所,ME8005,20,博士專題研究,,1,522 D0090,半年,選修,,,,15,本校修課人數上限：15人,,,
8156,85952,機械所,ME8005,21,博士專題研究,,1,522 D0090,半年,選修,莊嘉揚,2,,15,本校修課人數上限：15人,,,
8157,12965,機械所,ME8005,22,博士專題研究,,1,522 D0090,半年,選修,黃育熙,2,,15,本校修課人數上限：15人,,,
8158,88938,機械所,ME8005,23,博士專題研究,,1,522 D0090,半年,選修,,,,15,本校修課人數上限：15人,,,
8159,63894,機械所,ME8005,24,博士專題研究,,1,522 D0090,半年,選修,王建凱,2,,15,本校修課人數上限：15人,,,
8160,59127,機械所,ME8005,26,博士專題研究,,1,522 D0090,半年,選修,,,,15,本校修課人數上限：15人,,,
8161,46135,機械所,ME8005,27,博士專題研究,,1,522 D0090,半年,選修,劉霆,2,,15,本校修課人數上限：15人,,,
8162,61571,機械所,ME8005,28,博士專題研究,,1,522 D0090,半年,選修,陳達仁,2,,15,本校修課人數上限：15人,,,
8163,62153,機械所,ME8005,29,博士專題研究,,1,522 D0090,半年,選修,李志中,2,,15,本校修課人數上限：15人,,,
8164,44123,機械所,ME8005,30,博士專題研究,,1,522 D0090,半年,選修,陳湘鳳,2,,15,本校修課人數上限：15人,,,
8165,16044,機械所,ME8005,31,博士專題研究,,1,522 D0090,半年,選修,詹魁元,2,,15,本校修課人數上限：15人,,,
8166,26849,機械所,ME8005,32,博士專題研究,,1,522 D0090,半年,選修,,,,15,本校修課人數上限：15人,,,
8167,82946,機械所,ME8005,33,博士專題研究,,1,522 D0090,半年,選修,廖先順,2,,15,本校修課人數上限：15人,,,
8168,58437,機械所,ME8005,34,博士專題研究,,1,522 D0090,半年,選修,蘇偉儁,2,,15,本校修課人數上限：15人,,,
8169,68826,機械所,ME8005,35,博士專題研究,,1,522 D0090,半年,選修,,,,15,本校修課人數上限：15人,,,
8170,10878,機械所,ME8005,37,博士專題研究,,1,522 D0090,半年,選修,廖運炫,2,,15,本校修課人數上限：15人,,,
8171,32170,機械所,ME8005,38,博士專題研究,,1,522 D0090,半年,選修,楊申語,2,,15,本校修課人數上限：15人,,,
8172,83771,機械所,ME8005,40,博士專題研究,,1,522 D0090,半年,選修,陳亮嘉,2,,15,本校修課人數上限：15人,,,
8173,85386,機械所,ME8005,41,博士專題研究,,1,522 D0090,半年,選修,蔡孟勳,2,,15,本校修課人數上限：15人,,,
8174,78792,機械所,ME8005,42,博士專題研究,,1,522 D0090,半年,選修,,,,15,本校修課人數上限：15人,,,
8175,32355,機械所,ME8005,43,博士專題研究,,1,522 D0090,半年,選修,,,,15,本校修課人數上限：15人,,,
8176,48536,機械所,ME8005,44,博士專題研究,,1,522 D0090,半年,選修,李貫銘,2,,15,本校修課人數上限：15人,,,
8177,84503,機械所,ME8005,45,博士專題研究,,1,522 D0090,半年,選修,鄭憶中,2,,15,本校修課人數上限：15人,,,
8178,50324,機械所,ME8005,46,博士專題研究,,1,522 D0090,半年,選修,陳志軒,2,,15,本校修課人數上限：15人,,,
8179,86949,機械所,ME8005,49,博士專題研究,,1,522 D0090,半年,選修,黃漢邦,2,,15,本校修課人數上限：15人,,,
8180,35759,機械所,ME8005,50,博士專題研究,,1,522 D0090,半年,選修,,,,15,本校修課人數上限：15人,,,
8181,33991,機械所,ME8005,51,博士專題研究,,1,522 D0090,半年,選修,顏家鈺,2,,15,本校修課人數上限：15人,,,
8182,41962,機械所,ME8005,52,博士專題研究,,1,522 D0090,半年,選修,蕭浩明,2,,15,本校修課人數上限：15人,,,
8183,88871,機械所,ME8005,53,博士專題研究,,1,522 D0090,半年,選修,王富正,2,,15,本校修課人數上限：15人,,,
8184,69752,機械所,ME8005,54,博士專題研究,,1,522 D0090,半年,選修,林沛群,2,,15,本校修課人數上限：15人,,,
8185,40621,機械所,ME8005,55,博士專題研究,,1,522 D0090,半年,選修,,,,15,本校修課人數上限：15人,,,
8186,55350,機械所,ME8005,56,博士專題研究,,1,522 D0090,半年,選修,,,,15,本校修課人數上限：15人,,,
8187,59419,機械所,ME8005,57,博士專題研究,,1,522 D0090,半年,選修,楊士進,2,,15,本校修課人數上限：15人,,,
8188,76043,機械所,ME7999,,碩士論文,,0,522 M0010,半年,必修,,1,,300,本校修課人數上限：300人,本學期欲申請學位考試者需選修。,,
8189,12160,機械所,ME7001,1,專題討論,,1,522 M0030,半年,必修,潘國隆,1,"一7,8,9(工綜B03)",40,本校修課人數上限：40人,限流力組。上課地點：工綜203。,,
8190,67295,機械所,ME7001,2,專題討論,,1,522 M0030,半年,必修,伍次寅,1,"一7,8,9(工綜B01)",40,本校修課人數上限：40人,限熱學組。上課地點：工綜203。,,
